Date,meantemp,humidity,wind_speed,meanpressure
1/1/90,10,84.5,0,1015.666667
2/1/90,7.4,92,2.98,1017.8
3/1/90,7.166666667,87,4.633333333,1018.666667
4/1/90,8.666666667,71.33333333,1.233333333,1017.166667
5/1/90,6,86.83333333,3.7,1016.5
6/1/90,7,82.8,1.48,1018
7/1/90,7,78.6,6.3,1020
8/1/90,8.857142857,63.71428571,7.142857143,1018.714286
9/1/90,14,51.25,12.5,1017
10/1/90,11,62,7.4,1015.666667
11/1/90,15.71428571,51.28571429,10.57142857,1016.142857
12/1/90,14,74,13.22857143,1015.571429
1/1/91,15.83333333,75.16666667,4.633333333,1013.333333
2/1/91,12.83333333,88.16666667,0.616666667,1015.166667
3/1/91,14.71428571,71.85714286,0.528571429,1015.857143
4/1/91,13.83333333,86.66666667,0,1016.666667
5/1/91,16.5,80.83333333,5.25,1015.833333
6/1/91,13.83333333,92.16666667,8.95,1014.5
7/1/91,12.5,76.66666667,5.883333333,1021.666667
8/1/91,11.28571429,75.28571429,8.471428571,1020.285714
9/1/91,11.2,77,2.22,1021
10/1/91,9.5,79.66666667,3.083333333,1021.8
11/1/91,14,60.16666667,4.016666667,1020.5
12/1/91,13.83333333,60.66666667,6.166666667,1020.5
1/1/92,12.25,67,5.55,1020.75
2/1/92,12.66666667,64.16666667,6.8,1019.666667
3/1/92,12.85714286,65.57142857,5.557142857,1018.142857
4/1/92,14.83333333,56,3.7,1017.833333
5/1/92,14.125,65.5,3.2375,1016.625
6/1/92,14.71428571,70.42857143,1.057142857,1017.857143
7/1/92,16.2,65.6,2.96,1018.4
8/1/92,16,73,2.22,1016
9/1/92,16.28571429,77.57142857,1.328571429,1017.142857
10/1/92,18,65.57142857,1.857142857,1015.285714
11/1/92,17.42857143,74.28571429,11.11428571,1014.571429
12/1/92,16.625,92.375,9.725,1016.375
1/1/93,16.66666667,71.33333333,8.633333333,1018.666667
2/1/93,15.6,59.4,10.74,1018.6
3/1/93,14,70.42857143,9.257142857,1017.142857
4/1/93,15.42857143,61.28571429,9.257142857,1016.857143
5/1/93,15.25,71.5,3.475,1017.125
6/1/93,15.875,70.5,5.325,1016.5
7/1/93,15.33333333,70.33333333,7.416666667,1017.5
8/1/93,16.28571429,70.14285714,6.085714286,1016
9/1/93,17.33333333,63.83333333,4.333333333,1014.166667
10/1/93,19.16666667,65.33333333,10.18333333,1011.666667
11/1/93,14.42857143,92.71428571,8.485714286,1008
12/1/93,13.66666667,90,0,1012.666667
1/1/94,15.6,78.4,12.22,1016.2
2/1/94,15.85714286,82,5.814285714,1015.714286
3/1/94,17.71428571,74.71428571,5.814285714,1017
4/1/94,20,67.28571429,6.614285714,1015.428571
5/1/94,20.5,65.625,10.875,1016
6/1/94,17.42857143,74.85714286,9.257142857,1017
7/1/94,16.85714286,78.85714286,7.4,1018.857143
8/1/94,16.875,72.875,4.6375,1018.25
9/1/94,17.85714286,70,17.5875,1015.142857
10/1/94,20.8,57.2,6.66,1015.2
11/1/94,19.42857143,52.85714286,12.95714286,1017.428571
12/1/94,17.33333333,49.33333333,24.06666667,1016.333333
1/1/95,19,54,15.725,1016.25
2/1/95,19.33333333,62.83333333,8.633333333,1016.166667
3/1/95,17.6,71,5.56,1015.8
4/1/95,20.875,61.875,4.1625,1016.375
5/1/95,20.85714286,65.28571429,6.871428571,1015.714286
6/1/95,23.42857143,57.14285714,8.728571429,1015.285714
7/1/95,24.16666667,44.83333333,7.1,1014.833333
8/1/95,25.42857143,49.71428571,5.285714286,1009.285714
9/1/95,23.14285714,57.57142857,4.228571429,1008
10/1/95,24,66.33333333,0.933333333,1011.166667
11/1/95,23.5,62.5,4.933333333,1011.5
12/1/95,21.5,70.5,5.55,1009
1/1/96,22.33333333,61.16666667,12.03333333,1013.166667
2/1/96,24.16666667,45.83333333,7.716666667,1016.166667
3/1/96,20.33333333,67.66666667,3.7,1016.166667
4/1/96,22.66666667,58.66666667,8.95,1015
5/1/96,23.42857143,58.14285714,17.45714286,1009.428571
6/1/96,22.5,73.66666667,10.48333333,1011
7/1/96,29.16666667,36.33333333,6.8,1009.5
8/1/96,23.83333333,58.5,10.5,1008.333333
9/1/96,25.25,50.25,9.7125,1006.375
10/1/96,27.375,50.125,9.95,1007.625
11/1/96,27,48.75,10.8875,1010.25
12/1/96,23.5,45.5,15.9625,1010.625
1/1/97,24.14285714,44.57142857,12.95714286,1008.857143
2/1/97,21,62,1.85,1009
3/1/97,22.42857143,62.71428571,7.414285714,1009.571429
4/1/97,21.25,70.375,5.55,1009.75
5/1/97,23.5,54.75,11.1125,1008.625
6/1/97,23.2,58,6.66,1008.6
7/1/97,25.375,45.5,4.4,1008.5
8/1/97,25.16666667,51,8.65,1009.5
9/1/97,26.2,45.6,8.14,1009
10/1/97,24.6,41.8,11.12,1007.8
11/1/97,25.6,31,15.56,1007
12/1/97,25.85714286,29.85714286,11.9,1006.142857
1/1/98,29.14285714,23.28571429,10.31428571,1005
2/1/98,28.71428571,33.85714286,5.3,1006
3/1/98,30.16666667,30.5,8.65,1005.333333
4/1/98,30,28,6.1,1006.714286
5/1/98,30,24.2,7.78,1006.4
6/1/98,28.85714286,32.57142857,6.342857143,1007.571429
7/1/98,30.2,29.2,10,1008.4
8/1/98,28.25,39.375,6.4875,1007
9/1/98,28.25,41.375,6.25,1003.875
10/1/98,32.125,24.625,10.425,1000
11/1/98,29.2,24.2,6.66,1002.2
12/1/98,30.28571429,30.28571429,4.757142857,1002.857143
1/1/99,28.28571429,31.28571429,3.971428571,1002.571429
2/1/99,30.625,29,7.6375,1003.375
3/1/99,27.66666667,38.66666667,13.88333333,1006.833333
4/1/99,27.375,45.375,7.65,1010
5/1/99,28.625,44.125,4.625,1009.875
6/1/99,30.28571429,41.71428571,2.114285714,1008.571429
7/1/99,31.14285714,38.28571429,3.7,1007.714286
8/1/99,29.875,45.875,6.7125,1008.375
9/1/99,31.14285714,31.42857143,13.48571429,1007
10/1/99,30.57142857,28,12.97142857,1005.428571
11/1/99,32.125,26.375,7.875,1004.875
12/1/99,31.14285714,32,7.928571429,1004.857143
1/1/00,31.85714286,15.85714286,12.68571429,1002.833333
2/1/00,29.83333333,22.16666667,11.43333333,1001.2
3/1/00,28.57142857,31.57142857,9,999.4285714
4/1/00,32.85714286,31.42857143,2.914285714,999
5/1/00,32.625,31.125,3.0125,1000.625
6/1/00,32.75,39.25,3.7,1001.625
7/1/00,32.875,33.25,7.175,1002
8/1/00,34.5,23,9.25,1001.166667
9/1/00,34.28571429,26,8.985714286,1000.857143
10/1/00,34,27.71428571,9.528571429,1000.142857
11/1/00,30.75,30.375,14.8125,999.875
12/1/00,29.85714286,40.14285714,5.828571429,1003.714286
1/1/01,31.71428571,34,3.971428571,1003.571429
2/1/01,32.28571429,34.28571429,4.771428571,1001.571429
3/1/01,33,33,3.2375,999.8571429
4/1/01,33,34.75,7.175,998.5
5/1/01,32.83333333,28.16666667,9.866666667,1000.333333
6/1/01,31.4,42.2,12.96666667,999
7/1/01,35.33333333,22.33333333,15.75,999.6666667
8/1/01,36.4,24.2,7.4,998.4
9/1/01,36,19,11.37142857,998.6666667
10/1/01,36.75,22.125,17.5875,998.625
11/1/01,37.5,23.33333333,13.56666667,997.1666667
12/1/01,38.42857143,27.42857143,11.38571429,996.4285714
1/1/02,38.71428571,22.42857143,10.31428571,998.1428571
2/1/02,37.8,21.2,10.74,998.2
3/1/02,35.85714286,31.57142857,8.728571429,999.1428571
4/1/02,35.33333333,29,8.333333333,1000.166667
5/1/02,34.14285714,27.85714286,5.557142857,999.4285714
6/1/02,32.2,28.2,5.56,999.6
7/1/02,33.625,40.125,10.6375,998.7142857
8/1/02,32,54,13.4375,998.75
9/1/02,32.4,56.6,14.2,1001
10/1/02,35.6,47,12.24,999.6
11/1/02,35.85714286,42.57142857,5.028571429,999.8571429
12/1/02,37.16666667,36.5,9.866666667,998
1/1/03,31.28571429,61.71428571,10.04285714,997.2857143
2/1/03,34,49.25,7.4125,998
3/1/03,34.2,57.4,13.34,997
4/1/03,36.16666667,40,11.41666667,995.1666667
5/1/03,36.625,42.75,8.1,995.125
6/1/03,30.16666667,61.66666667,16.35,1000
7/1/03,34.14285714,54.14285714,7.414285714,998
8/1/03,29.83333333,68.66666667,9.866666667,998.6666667
9/1/03,30.14285714,68.14285714,7.942857143,997.4285714
10/1/03,30.71428571,65,13.22857143,997.8571429
11/1/03,27,88.85714286,8.485714286,996.4285714
12/1/03,26.875,87.375,8.3375,994.75
1/1/04,28.4,83.6,5.18,996.4
2/1/04,29.85714286,72.85714286,4.228571429,999
3/1/04,33,52.71428571,4.771428571,997.1666667
4/1/04,34.83333333,47.33333333,5.866666667,995.3333333
5/1/04,35.6,39.4,10.74,996.2
6/1/04,35.16666667,53,8.35,995.6666667
7/1/04,33.14285714,55,13.22857143,996.2857143
8/1/04,30.57142857,70.42857143,11.11428571,999.1666667
9/1/04,30.66666667,71.5,6.483333333,999
10/1/04,31.42857143,61.85714286,7.957142857,996.7142857
11/1/04,31.5,64.25,8.8125,996
12/1/04,33.25,57,13.875,995.25
1/1/05,32.83333333,52.16666667,10.5,997.1666667
2/1/05,33.85714286,54,8.728571429,996.4285714
3/1/05,33.14285714,58.28571429,9.8,996
4/1/05,31.57142857,70,6.357142857,997.5714286
5/1/05,32.375,67.5,9.25,997
6/1/05,32.8,62.2,12.96,997.8
7/1/05,31,73.14285714,11.37142857,1000.571429
8/1/05,31.16666667,77.33333333,7.1,1000.166667
9/1/05,29.83333333,75.16666667,6.483333333,997.5
10/1/05,29,78.83333333,8.016666667,996.8333333
11/1/05,29.75,75.375,6.4875,995.75
12/1/05,32.5,65.5,7.116666667,997.3333333
1/1/06,28.875,86.625,5.5625,1000
2/1/06,31.75,70.25,12.0625,998.875
3/1/06,30.75,71.625,4.8125,997.375
4/1/06,31.75,73.25,13.5375,998.375
5/1/06,29.875,83.875,9,999
6/1/06,31.125,78.375,8.65,998
7/1/06,31.75,76,5.55,995
8/1/06,30.5,73.5,9.266666667,995.3333333
9/1/06,26.83333333,90.66666667,4.933333333,999.1666667
10/1/06,28.2,88,2.24,996.4
11/1/06,29.5,80.33333333,4.333333333,996.8333333
12/1/06,31.85714286,70.71428571,3.971428571,998
1/1/07,29.71428571,84.14285714,3.971428571,997.1428571
2/1/07,28.33333333,84.5,8.016666667,995.1666667
3/1/07,30,73.85714286,5.571428571,995.4285714
4/1/07,30.14285714,79,4.228571429,997.2857143
5/1/07,32.28571429,67.42857143,6.085714286,998.1428571
6/1/07,31,77.42857143,4.771428571,997.1428571
7/1/07,30.5,75.66666667,8.016666667,996.5
8/1/07,28.83333333,78.5,9.866666667,996.6666667
9/1/07,30,73.5,5.55,998
10/1/07,31.57142857,66.42857143,11.11428571,999.4285714
11/1/07,32.5,62.33333333,10.81666667,1000.833333
12/1/07,32.5,62.5,5.1,993.25
1/1/08,29.5,77,6.783333333,1001
2/1/08,27.16666667,90.66666667,4.016666667,1002.166667
3/1/08,28.375,85.25,3.25,1001.875
4/1/08,28.5,84,6.166666667,1000.5
5/1/08,27.16666667,87.5,3.716666667,1001
6/1/08,29.42857143,79.85714286,6.1,1000.333333
7/1/08,30,76.83333333,6.8,1001.166667
8/1/08,29.5,81.5,8.35,1001
9/1/08,30.75,72,11.125,999.25
10/1/08,29.66666667,74.33333333,9.866666667,999.8333333
11/1/08,27.71428571,85,8.2,1001.714286
12/1/08,26.6,92,4.46,1000.8
1/1/09,27.42857143,91,14.28571429,999.4285714
2/1/09,28.33333333,83.83333333,1.233333333,1000.166667
3/1/09,28.16666667,84.66666667,5.55,1000.5
4/1/09,27.375,88.5,5.325,999
5/1/09,28.33333333,81.16666667,10.31428571,999.2857143
6/1/09,29.16666667,74.83333333,6.483333333,1001.166667
7/1/09,31.28571429,73.14285714,2.642857143,1001.428571
8/1/09,32,71.25,18.525,1000.333333
9/1/09,29,90.75,0.925,998.75
10/1/09,32,69.875,6.475,997.8571429
11/1/09,32.14285714,57.28571429,17.07142857,999.8571429
12/1/09,30.14285714,60.71428571,11.64285714,1003.714286
1/1/10,31.5,57,9.275,1003.25
2/1/10,29.16666667,73,3.1,1003.5
3/1/10,29,71.75,4.65,1003.25
4/1/10,30,65.2,11.48,1003.2
5/1/10,31.85714286,50.85714286,15.34285714,1003.714286
6/1/10,32.75,45.5,14.8,1001.5
7/1/10,31.71428571,48,14.54285714,1002.166667
8/1/10,31.66666667,46,13.56666667,1001.5
9/1/10,30.57142857,55.71428571,10.04285714,1003.428571
10/1/10,30.83333333,51.83333333,6.783333333,1004.166667
11/1/10,28,71.75,2.325,1007.25
12/1/10,31,57.5,42.22,1007
1/1/11,29.66666667,66.33333333,3.7,1005.333333
2/1/11,30.85714286,61.14285714,3.971428571,1005.571429
3/1/11,31.16666667,60.33333333,2.783333333,1008.166667
4/1/11,31.14285714,67.14285714,3.171428571,1007.142857
5/1/11,30.5,67,2.783333333,1003.833333
6/1/11,31.625,56.375,3.9375,1001.375
7/1/11,29.66666667,60,7.1,1002.333333
8/1/11,29.25,56.5,3.475,1002.875
9/1/11,29.14285714,58.57142857,5.557142857,1003.142857
10/1/11,29.8,61.6,2.96,1001.8
11/1/11,28.66666667,70,9.583333333,1003
12/1/11,25.2,89,5.18,1003
1/1/12,28.33333333,79.66666667,3.083333333,1001.666667
2/1/12,30.28571429,68,4.5,1001
3/1/12,30.75,65.75,5.7875,1002.75
4/1/12,28.57142857,75,6.614285714,1005.428571
5/1/12,28.2,78.8,4.08,1006.6
6/1/12,29,71.25,7.4125,1005.625
7/1/12,30,67.33333333,1.233333333,1005.333333
8/1/12,28.14285714,79.85714286,5.557142857,1003.857143
9/1/12,26.85714286,84.57142857,4.228571429,1004.714286
10/1/12,28.28571429,68.71428571,6.371428571,1007.714286
11/1/12,29.2,61.4,7.42,1010
12/1/12,28.6,59,7.4,1008.6
1/1/13,24.83333333,84.33333333,6.783333333,1007.5
2/1/13,28.5,69,2.0875,1004.125
3/1/13,29.75,66.5,1.85,1005.25
4/1/13,29.71428571,66.57142857,1.585714286,1008.857143
5/1/13,29.2,69.4,0,1009.8
6/1/13,30.83333333,65.5,5.566666667,1010.333333
7/1/13,29.42857143,66.28571429,3.971428571,1010.857143
8/1/13,23.85714286,89.85714286,4.242857143,1010.571429
9/1/13,26.14285714,82.57142857,2.914285714,1008.285714
10/1/13,27.16666667,84.33333333,0.616666667,1007.666667
11/1/13,27.71428571,74.85714286,5.557142857,1007
12/1/13,25.85714286,76.42857143,3.7,1009.142857
1/1/14,26.42857143,75,0,1009
2/1/14,26.85714286,76.71428571,1.057142857,1010.428571
3/1/14,26.33333333,73.16666667,0,1010.5
4/1/14,24.57142857,69.57142857,2.114285714,1011.571429
5/1/14,24.33333333,67.83333333,1.55,1010.666667
6/1/14,24.875,63.625,1.3875,1009.875
7/1/14,27.8,53.6,0,1011
8/1/14,25,67.5,1.1625,1013.625
9/1/14,23.85714286,73.14285714,1.057142857,1013.285714
10/1/14,22.8,75.8,1.86,1011
11/1/14,23,78.2,0.74,1011.2
12/1/14,22.875,66.875,2.55,1010.625
1/1/15,22.66666667,63.16666667,4.933333333,1010
2/1/15,23,62.71428571,3.971428571,1011.142857
3/1/15,22.85714286,67.42857143,2.385714286,1012.857143
4/1/15,23.66666667,58.83333333,3.083333333,1012.833333
5/1/15,23.42857143,69.14285714,1.057142857,1013.285714
6/1/15,21.625,65,4.6375,1014.5
7/1/15,20.625,57.875,5.5625,1016
8/1/15,21.16666667,54.16666667,2.466666667,1017.5
9/1/15,18.83333333,74.33333333,0,1017.5
10/1/15,20.57142857,66.71428571,3.185714286,1015.857143
11/1/15,20.14285714,73.14285714,4.5,1015.666667
12/1/15,18,82.2,19.9125,1015.625
1/1/16,19.85714286,73.57142857,0.528571429,1016.714286
2/1/16,16.83333333,72,2.466666667,1016
3/1/16,18.85714286,61.85714286,5.814285714,1013.428571
4/1/16,16.57142857,71.71428571,0.8,1013.857143
5/1/16,17.75,65,3.0125,1014.25
6/1/16,17.625,63.375,3.475,1015.25
7/1/16,17,67,0.925,1016.5
8/1/16,16.625,69.625,0,1018
9/1/16,15.57142857,67.42857143,2.385714286,1017.714286
10/1/16,18.5,55.125,7.4125,1016.875
11/1/16,17.875,63.5,7.175,1015.5
12/1/16,18.25,58.875,2.55,1012.75
1/1/17,17.875,66.25,2.0875,1013.125
2/1/17,17.625,74.875,1.1625,1015.75
3/1/17,18.14285714,77.85714286,0.8,1014.571429
4/1/17,19.125,58.875,5.0875,1014.5
5/1/17,21.25,49.875,9.5,1012.875
6/1/17,21.25,51.375,9.75,1011.75
7/1/17,19.125,68.5,2.7875,1014.75
8/1/17,18.625,71.875,1.85,1017.75
9/1/17,17.75,66.625,4.8625,1016.875
10/1/17,17.875,69.625,11.8125,1015.875
11/1/17,18,65,1.585714286,1016.142857
12/1/17,17.25,73.25,1.85,1015.875
1/1/18,17.5,73.5,1.3875,1016.75
2/1/18,17.14285714,71.85714286,4.228571429,1017
3/1/18,17.14285714,69,6.885714286,1015.285714
4/1/18,16.125,72.375,3.7125,1014
5/1/18,16,80.5,1.1625,1014.25
6/1/18,16.5,83.625,0,1014
7/1/18,16.125,79.25,2.3125,1013.5
8/1/18,15.5,81.75,2.55,1013.75
9/1/18,16.625,71.875,6.475,1014.125
10/1/18,17.75,62.375,16.9,1012.5
11/1/18,17.14285714,67.71428571,11.62857143,1012
12/1/18,16.14285714,79,0.8,1012.571429
1/1/19,15.5,86.25,2.55,1015.125
2/1/19,15.25,89.5,1.1625,1015.625
3/1/19,14.75,92.875,0.925,1014.25
4/1/19,14.875,93,2.0875,1012.625
5/1/19,16.125,89.125,3.25,1012.875
6/1/19,15.375,91.375,4.4125,1016
7/1/19,14.75,94,0.4625,1017
8/1/19,15.25,94,1.3875,1018.375
9/1/19,14.25,88.25,9.025,1020.5
10/1/19,13.5,84.75,5.7875,1021.375
11/1/19,13.66666667,63.16666667,34.4875,1020.625
12/1/19,12.125,67.625,4.4,1019.25